Repository	Tag	# of Vuls Originally	# of Vuls after Fix	Initial Audit	After i package-lock	After audit fix
stylelintorder	3.1.1	0	0	No Vul	No Vul	No Vul
stylelintorder	4.0.0	0	0	No Vul	No Vul	No Vul
stylelintorder	4.1.0	10	0	Vul Found	Vul Found	No Vul (Changed)
tracer	v1.0.3	2	2	Vul Found	Vul Found	Vul Found
tracer	v1.1.0	2	2	Vul Found	Vul Found	Vul Found
tracer	v1.1.3	2	2	Vul Found	Vul Found	Vul Found
tracer	v1.1.4	6	2	Vul Found	Vul Found	Vul Found
tracer	v1.1.5	0	0	No Vul	No Vul	No Vul
extracttextwebpackplugin	v3.0.0	27	27	Vul Found	Vul Found	Vul Found
extracttextwebpackplugin	v3.0.1	27	27	Vul Found	Vul Found	Vul Found
extracttextwebpackplugin	v3.0.2	27	27	Vul Found	Vul Found	Vul Found
extracttextwebpackplugin	v4.0.0-alpha.0	27	27	Vul Found	Vul Found	Vul Found
extracttextwebpackplugin	v4.0.0-beta.0	39	27	Vul Found	Vul Found	Vul Found
formdata	v2.5.0	1	1	Vul Found	Vul Found	Vul Found
formdata	v2.5.1	1	1	Vul Found	Vul Found	Vul Found
formdata	v3.0.0	1	1	Vul Found	Vul Found	Vul Found
formdata	v3.0.1	1	1	Vul Found	Vul Found	Vul Found
formdata	v4.0.0	1	1	ERR	Vul Found (Changed)	Vul Found
eventemitter2	v6.4.0	1	1	Vul Found	Vul Found	Vul Found
eventemitter2	v6.4.1	1	1	Vul Found	Vul Found	Vul Found
eventemitter2	v6.4.2	1	1	Vul Found	Vul Found	Vul Found
eventemitter2	v6.4.3	1	1	Vul Found	Vul Found	Vul Found
eventemitter2	v6.4.4	1	1	ERR	Vul Found (Changed)	Vul Found
gruntcontribjshint	v0.12.0	1	1	Vul Found	Vul Found	Vul Found
gruntcontribjshint	v1.0.0	1	1	Vul Found	Vul Found	Vul Found
gruntcontribjshint	v1.1.0	1	1	Vul Found	Vul Found	Vul Found
gruntcontribjshint	v2.0.0	1	1	Vul Found	Vul Found	Vul Found
gruntcontribjshint	v2.1.0	15	1	Vul Found	Vul Found	Vul Found
depd	v1.0.1	2	2	Vul Found	Vul Found	Vul Found
depd	v1.1.0	2	2	Vul Found	Vul Found	Vul Found
depd	v1.1.1	2	2	Vul Found	Vul Found	Vul Found
depd	v1.1.2	2	2	Vul Found	Vul Found	Vul Found
depd	v2.0.0	2	2	ERR	Vul Found (Changed)	Vul Found
pathtoregexp	v4.0.5	1	1	Vul Found	Vul Found	Vul Found
pathtoregexp	v5.0.0	1	1	Vul Found	Vul Found	Vul Found
pathtoregexp	v6.0.0	1	1	Vul Found	Vul Found	Vul Found
pathtoregexp	v6.1.0	1	1	Vul Found	Vul Found	Vul Found
pathtoregexp	v6.2.0	9	1	Vul Found	Vul Found	Vul Found
tmp	v0.0.32	0	0	No Vul	No Vul	No Vul
tmp	v0.0.33	0	0	No Vul	No Vul	No Vul
tmp	v0.1.0	0	0	No Vul	No Vul	No Vul
tmp	v0.2.0	0	0	No Vul	No Vul	No Vul
tmp	v0.2.1	0	0	ERR	No Vul (Changed)	No Vul
xmldom	0.4.0	0	0	No Vul	No Vul	No Vul
xmldom	0.5.0	0	0	No Vul	No Vul	No Vul
xmldom	0.6.0	5	0	Vul Found	Vul Found	No Vul (Changed)
xmldom	0.7.0	0	0	No Vul	No Vul	No Vul
xmldom	v0.7.0	0	0	No Vul	No Vul	No Vul
graphqltag	v2.12.0	0	0	No Vul	No Vul	No Vul
graphqltag	v2.12.1	0	0	No Vul	No Vul	No Vul
graphqltag	v2.12.2	0	0	No Vul	No Vul	No Vul
graphqltag	v2.12.3	0	0	No Vul	No Vul	No Vul
graphqltag	v2.12.4	3	0	Vul Found	Vul Found	No Vul (Changed)
gulpless	5.0.0	0	0	ERR	No Vul (Changed)	No Vul
gulpless	v3.3.2	0	0	No Vul	No Vul	No Vul
gulpless	v3.4.0	0	0	No Vul	No Vul	No Vul
gulpless	v3.5.0	0	0	No Vul	No Vul	No Vul
gulpless	v4.0.0	0	0	No Vul	No Vul	No Vul
xregexp	v4.4.0	26	26	Vul Found	Vul Found	Vul Found
xregexp	v4.4.1	26	26	Vul Found	Vul Found	Vul Found
xregexp	v5.0.0	26	26	Vul Found	Vul Found	Vul Found
xregexp	v5.0.1	27	26	Vul Found	Vul Found	Vul Found
xregexp	v5.0.2	34	27	Vul Found	Vul Found	Vul Found
gulputil	v3.0.4	10	10	Vul Found	Vul Found	Vul Found
gulputil	v3.0.5	10	10	Vul Found	Vul Found	Vul Found
gulputil	v3.0.6	10	10	Vul Found	Vul Found	Vul Found
gulputil	v3.0.7	9	10	Vul Found	Vul Found	Vul Found
gulputil	v3.0.8	9	9	ERR	Vul Found (Changed)	Vul Found
gracefulfs	v4.2.2	1	1	Vul Found	Vul Found	Vul Found
gracefulfs	v4.2.3	1	1	Vul Found	Vul Found	Vul Found
gracefulfs	v4.2.4	1	1	Vul Found	Vul Found	Vul Found
gracefulfs	v4.2.5	1	1	Vul Found	Vul Found	Vul Found
gracefulfs	v4.2.6	7	1	Vul Found	Vul Found	Vul Found
graymatter	3.1.0	4	2	Vul Found	Vul Found	Vul Found
graymatter	3.1.1	4	4	Vul Found	Vul Found	Vul Found
graymatter	4.0.0	4	4	Vul Found	Vul Found	Vul Found
graymatter	4.0.1	4	4	Vul Found	Vul Found	Vul Found
graymatter	4.0.2	4	4	ERR	Vul Found (Changed)	Vul Found
gulploadplugins	v2.0.3	0	0	No Vul	No Vul	No Vul
gulploadplugins	v2.0.4	0	0	No Vul	No Vul	No Vul
gulploadplugins	v2.0.5	0	0	No Vul	No Vul	No Vul
gulploadplugins	v2.0.6	0	0	No Vul	No Vul	No Vul
gulploadplugins	v2.0.7	0	0	ERR	No Vul (Changed)	No Vul
stylusloader	v4.3.2	1	1	Vul Found	Vul Found	Vul Found
stylusloader	v4.3.3	1	1	Vul Found	Vul Found	Vul Found
stylusloader	v5.0.0	1	1	Vul Found	Vul Found	Vul Found
stylusloader	v6.0.0	1	1	Vul Found	Vul Found	Vul Found
stylusloader	v6.1.0	1	1	Vul Found	Vul Found	Vul Found
vuepropertydecorator	v10.0.0-rc.0	0	0	No Vul	No Vul	No Vul
vuepropertydecorator	v10.0.0-rc.1	0	0	No Vul	No Vul	No Vul
vuepropertydecorator	v10.0.0-rc.2	0	0	No Vul	No Vul	No Vul
vuepropertydecorator	v10.0.0-rc.3	6	0	ERR	Vul Found (Changed)	No Vul (Changed)
vuepropertydecorator	v9.1.2	0	0	No Vul	No Vul	No Vul
diff	v3.5.0	3	3	Vul Found	Vul Found	Vul Found
diff	v4.0.0	3	3	Vul Found	Vul Found	Vul Found
diff	v4.0.1	3	3	Vul Found	Vul Found	Vul Found
diff	v4.0.2	3	3	Vul Found	Vul Found	Vul Found
diff	v5.0.0	18	3	ERR	Vul Found (Changed)	Vul Found
jsbase64	3.5.0	0	0	No Vul	No Vul	No Vul
jsbase64	3.5.1	0	0	No Vul	No Vul	No Vul
jsbase64	3.5.2	0	0	No Vul	No Vul	No Vul
jsbase64	3.6.0	0	0	No Vul	No Vul	No Vul
jsbase64	3.6.1	0	0	ERR	No Vul (Changed)	No Vul
karmachromelauncher	v2.1.0	8	8	Vul Found	Vul Found	Vul Found
karmachromelauncher	v2.1.1	8	8	Vul Found	Vul Found	Vul Found
karmachromelauncher	v2.2.0	8	8	Vul Found	Vul Found	Vul Found
karmachromelauncher	v3.0.0	8	8	Vul Found	Vul Found	Vul Found
karmachromelauncher	v3.1.0	8	8	ERR	Vul Found (Changed)	Vul Found
babelpresetenv	v1.6.1	12	12	Vul Found	Vul Found	Vul Found
babelpresetenv	v1.7.0	29	12	ERR	Vul Found (Changed)	Vul Found
babelpresetenv	v2.0.0-beta.0	12	12	Vul Found	Vul Found	Vul Found
babelpresetenv	v2.0.0-beta.1	12	12	Vul Found	Vul Found	Vul Found
babelpresetenv	v2.0.0-beta.2	12	12	Vul Found	Vul Found	Vul Found
lrucache	v4.1.5	1	1	Vul Found	Vul Found	Vul Found
lrucache	v5.0.1	1	1	Vul Found	Vul Found	Vul Found
lrucache	v5.1.0	1	1	Vul Found	Vul Found	Vul Found
lrucache	v5.1.1	1	1	Vul Found	Vul Found	Vul Found
lrucache	v6.0.0	4	1	Vul Found	Vul Found	Vul Found
metalsmith	2.1.0	10	6	Vul Found	Vul Found	Vul Found
metalsmith	v2.2.0	9	10	Vul Found	Vul Found	Vul Found
metalsmith	v2.2.1	9	9	Vul Found	Vul Found	Vul Found
metalsmith	v2.2.2	10	10	ERR	Vul Found (Changed)	Vul Found
metalsmith	v2.3.0	10	9	Vul Found	Vul Found	Vul Found
onfinished	v2.1.0	8	8	Vul Found	Vul Found	Vul Found
onfinished	v2.1.1	8	8	Vul Found	Vul Found	Vul Found
onfinished	v2.2.0	8	8	Vul Found	Vul Found	Vul Found
onfinished	v2.2.1	8	8	Vul Found	Vul Found	Vul Found
onfinished	v2.3.0	8	8	ERR	Vul Found (Changed)	Vul Found
pngjs	0.4.3	1	0	Vul Found	Vul Found	No Vul (Changed)
pngjs	v0.4.0	0	0	No Vul	No Vul	No Vul
pngjs	v2.3.0	1	1	Vul Found	Vul Found	Vul Found
pngjs	v2.3.1	1	1	Vul Found	Vul Found	Vul Found
pngjs	v3.0.0	1	1	ERR	Vul Found (Changed)	Vul Found
mime	v2.4.5	2	2	Vul Found	Vul Found	Vul Found
mime	v2.4.6	2	2	Vul Found	Vul Found	Vul Found
mime	v2.4.7	2	2	Vul Found	Vul Found	Vul Found
mime	v2.5.0	2	2	Vul Found	Vul Found	Vul Found
mime	v2.5.2	5	2	Vul Found	Vul Found	Vul Found
mustache	v3.2.1	30	30	Vul Found	Vul Found	Vul Found
mustache	v4.0.0	30	30	Vul Found	Vul Found	Vul Found
mustache	v4.0.1	30	30	Vul Found	Vul Found	Vul Found
mustache	v4.1.0	30	30	Vul Found	Vul Found	Vul Found
mustache	v4.2.0	34	30	Vul Found	Vul Found	Vul Found
asyncvalidator	v3.4.0	8	8	Vul Found	Vul Found	Vul Found
asyncvalidator	v3.4.1	8	8	Vul Found	Vul Found	Vul Found
asyncvalidator	v3.5.0	8	8	Vul Found	Vul Found	Vul Found
asyncvalidator	v3.5.1	8	8	Vul Found	Vul Found	Vul Found
asyncvalidator	v3.5.2	8	8	ERR	Vul Found (Changed)	Vul Found
liftoff	v2.3.0	16	10	Vul Found	Vul Found	Vul Found
liftoff	v2.4.0	15	16	Vul Found	Vul Found	Vul Found
liftoff	v2.5.0	9	15	Vul Found	Vul Found	Vul Found
liftoff	v3.0.0	9	9	Vul Found	Vul Found	Vul Found
liftoff	v3.1.0	9	9	ERR	Vul Found (Changed)	Vul Found
inert	v5.2.2	0	0	No Vul	No Vul	No Vul
inert	v6.0.0	0	0	No Vul	No Vul	No Vul
inert	v6.0.1	0	0	No Vul	No Vul	No Vul
inert	v6.0.2	0	0	No Vul	No Vul	No Vul
inert	v6.0.3	0	0	ERR	No Vul (Changed)	No Vul
uglifyjswebpackplugin	v2.1.0	9	9	Vul Found	Vul Found	Vul Found
uglifyjswebpackplugin	v2.1.1	9	9	Vul Found	Vul Found	Vul Found
uglifyjswebpackplugin	v2.1.2	9	9	Vul Found	Vul Found	Vul Found
uglifyjswebpackplugin	v2.1.3	9	9	Vul Found	Vul Found	Vul Found
uglifyjswebpackplugin	v2.2.0	19	9	Vul Found	Vul Found	Vul Found
fluentffmpeg	2.0.1	0	0	No Vul	No Vul	No Vul
fluentffmpeg	2.1.0	0	0	No Vul	No Vul	No Vul
fluentffmpeg	v2.0.1	0	0	No Vul	No Vul	No Vul
fluentffmpeg	v2.1.1	0	0	No Vul	No Vul	No Vul
fluentffmpeg	v2.1.2	0	0	ERR	No Vul (Changed)	No Vul
gulpsass	v4.0.1	5	5	Vul Found	Vul Found	Vul Found
gulpsass	v4.0.2	5	5	Vul Found	Vul Found	Vul Found
gulpsass	v4.1.0	5	5	Vul Found	Vul Found	Vul Found
gulpsass	v4.1.1	2	5	Vul Found	Vul Found	Vul Found
gulpsass	v5.0.0	2	2	ERR	Vul Found (Changed)	Vul Found
filesize	6.2.5	1	1	Vul Found	Vul Found	Vul Found
filesize	6.2.6	1	1	Vul Found	Vul Found	Vul Found
filesize	6.3.0	1	1	Vul Found	Vul Found	Vul Found
filesize	6.4.0	1	1	Vul Found	Vul Found	Vul Found
filesize	7.0.0	1	1	Vul Found	Vul Found	Vul Found
blessed	v0.1.19	0	0	No Vul	No Vul	No Vul
blessed	v0.1.20	0	0	No Vul	No Vul	No Vul
blessed	v0.1.21	0	0	No Vul	No Vul	No Vul
blessed	v0.1.80	0	0	No Vul	No Vul	No Vul
blessed	v0.1.81	0	0	ERR	No Vul (Changed)	No Vul
followredirects	v1.13.1	0	0	No Vul	No Vul	No Vul
followredirects	v1.13.2	0	0	No Vul	No Vul	No Vul
followredirects	v1.13.3	0	0	No Vul	No Vul	No Vul
followredirects	v1.14.0	2	0	Vul Found	Vul Found	No Vul (Changed)
followredirects	v1.14.1	0	0	No Vul	No Vul	No Vul
iconvlite	v0.5.2	4	4	Vul Found	Vul Found	Vul Found
iconvlite	v0.6.0	4	4	Vul Found	Vul Found	Vul Found
iconvlite	v0.6.1	4	4	Vul Found	Vul Found	Vul Found
iconvlite	v0.6.2	4	4	Vul Found	Vul Found	Vul Found
iconvlite	v0.6.3	4	4	ERR	Vul Found (Changed)	Vul Found
broccolifunnel	v3.0.4	0	0	No Vul	No Vul	No Vul
broccolifunnel	v3.0.5	0	0	No Vul	No Vul	No Vul
broccolifunnel	v3.0.6	0	0	No Vul	No Vul	No Vul
broccolifunnel	v3.0.7	0	0	No Vul	No Vul	No Vul
broccolifunnel	v3.0.8	2	0	Vul Found	Vul Found	No Vul (Changed)
slug	v4.0.4	0	0	No Vul	No Vul	No Vul
slug	v4.1.0	0	0	No Vul	No Vul	No Vul
slug	v5.0.0	0	0	No Vul	No Vul	No Vul
slug	v5.0.1	0	0	No Vul	No Vul	No Vul
slug	v5.1.0	1	0	Vul Found	Vul Found	No Vul (Changed)
gulpjshint	v2.0.1	6	6	Vul Found	Vul Found	Vul Found
gulpjshint	v2.0.2	6	6	Vul Found	Vul Found	Vul Found
gulpjshint	v2.0.3	6	6	Vul Found	Vul Found	Vul Found
gulpjshint	v2.0.4	6	6	Vul Found	Vul Found	Vul Found
gulpjshint	v2.1.0	15	6	ERR	Vul Found (Changed)	Vul Found
requestpromise	v4.2.2	12	12	Vul Found	Vul Found	Vul Found
requestpromise	v4.2.3	12	12	Vul Found	Vul Found	Vul Found
requestpromise	v4.2.4	12	12	Vul Found	Vul Found	Vul Found
requestpromise	v4.2.5	12	12	Vul Found	Vul Found	Vul Found
requestpromise	v4.2.6	12	12	ERR	Vul Found (Changed)	Vul Found
bulma	0.8.2	2	2	Vul Found	Vul Found	Vul Found
bulma	0.9.0	2	2	Vul Found	Vul Found	Vul Found
bulma	0.9.1	2	2	Vul Found	Vul Found	Vul Found
bulma	0.9.2	2	2	Vul Found	Vul Found	Vul Found
bulma	0.9.3	5	2	Vul Found	Vul Found	Vul Found
xhr	v2.3.3	7	7	Vul Found	Vul Found	Vul Found
xhr	v2.4.0	7	7	Vul Found	Vul Found	Vul Found
xhr	v2.4.1	7	7	Vul Found	Vul Found	Vul Found
xhr	v2.5.0	7	7	Vul Found	Vul Found	Vul Found
xhr	v2.6.0	9	7	Vul Found	Vul Found	Vul Found
webpackhotmiddleware	v2.24.1	2	2	Vul Found	Vul Found	Vul Found
webpackhotmiddleware	v2.24.2	2	2	Vul Found	Vul Found	Vul Found
webpackhotmiddleware	v2.24.3	2	2	Vul Found	Vul Found	Vul Found
webpackhotmiddleware	v2.24.4	2	2	Vul Found	Vul Found	Vul Found
webpackhotmiddleware	v2.25.0	15	2	Vul Found	Vul Found	Vul Found
urijs	v1.19.3	0	0	No Vul	No Vul	No Vul
urijs	v1.19.4	0	0	No Vul	No Vul	No Vul
urijs	v1.19.5	0	0	No Vul	No Vul	No Vul
urijs	v1.19.6	0	0	No Vul	No Vul	No Vul
urijs	v1.19.7	0	0	ERR	No Vul (Changed)	No Vul
fileloader	v5.1.0	1	1	Vul Found	Vul Found	Vul Found
fileloader	v6.0.0	1	1	Vul Found	Vul Found	Vul Found
fileloader	v6.1.0	1	1	Vul Found	Vul Found	Vul Found
fileloader	v6.1.1	1	1	Vul Found	Vul Found	Vul Found
fileloader	v6.2.0	11	1	Vul Found	Vul Found	Vul Found
crossspawn	v6.0.5	7	7	Vul Found	Vul Found	Vul Found
crossspawn	v7.0.0	7	7	Vul Found	Vul Found	Vul Found
crossspawn	v7.0.1	7	7	Vul Found	Vul Found	Vul Found
crossspawn	v7.0.2	7	7	Vul Found	Vul Found	Vul Found
crossspawn	v7.0.3	15	7	Vul Found	Vul Found	Vul Found
ghpages	v3.1.0	0	0	No Vul	No Vul	No Vul
ghpages	v3.2.0	0	0	No Vul	No Vul	No Vul
ghpages	v3.2.1	0	0	No Vul	No Vul	No Vul
ghpages	v3.2.2	1	0	Vul Found	Vul Found	No Vul (Changed)
ghpages	v3.2.3	0	0	No Vul	No Vul	No Vul
bytebuffer	3.5.5	3	3	Vul Found	Vul Found	Vul Found
bytebuffer	4.0.0	3	3	Vul Found	Vul Found	Vul Found
bytebuffer	4.1.0	3	3	Vul Found	Vul Found	Vul Found
bytebuffer	5.0.0	3	3	Vul Found	Vul Found	Vul Found
bytebuffer	5.0.1	3	3	ERR	Vul Found (Changed)	Vul Found
xmljs	v1.6.3	8	8	Vul Found	Vul Found	Vul Found
xmljs	v1.6.4	8	8	Vul Found	Vul Found	Vul Found
xmljs	v1.6.5	8	8	Vul Found	Vul Found	Vul Found
xmljs	v1.6.6	9	8	Vul Found	Vul Found	Vul Found
xmljs	v1.6.7	51	9	Vul Found	Vul Found	Vul Found
cors	v2.8.1	6	6	Vul Found	Vul Found	Vul Found
cors	v2.8.2	6	6	Vul Found	Vul Found	Vul Found
cors	v2.8.3	6	6	Vul Found	Vul Found	Vul Found
cors	v2.8.4	6	6	Vul Found	Vul Found	Vul Found
cors	v2.8.5	6	6	ERR	Vul Found (Changed)	Vul Found
install	v0.11.2	1	1	Vul Found	Vul Found	Vul Found
install	v0.12.0	1	1	Vul Found	Vul Found	Vul Found
install	v0.12.1	1	1	Vul Found	Vul Found	Vul Found
install	v0.12.2	1	1	Vul Found	Vul Found	Vul Found
install	v0.13.0	4	1	Vul Found	Vul Found	Vul Found
clipboard	v2.0.4	9	9	Vul Found	Vul Found	Vul Found
clipboard	v2.0.5	9	9	Vul Found	Vul Found	Vul Found
clipboard	v2.0.6	16	9	Vul Found	Vul Found	Vul Found
clipboard	v2.0.7	11	11	Vul Found	Vul Found	Vul Found
clipboard	v2.0.8	11	11	Vul Found	Vul Found	Vul Found
connectredis	v4.0.4	0	0	No Vul	No Vul	No Vul
connectredis	v5.0.0	0	0	No Vul	No Vul	No Vul
connectredis	v5.1.0	0	0	No Vul	No Vul	No Vul
connectredis	v5.2.0	0	0	No Vul	No Vul	No Vul
connectredis	v6.0.0	0	0	ERR	No Vul (Changed)	No Vul
jasminecore	v3.5.0	3	3	Vul Found	Vul Found	Vul Found
jasminecore	v3.6.0	3	3	Vul Found	Vul Found	Vul Found
jasminecore	v3.7.0	3	3	Vul Found	Vul Found	Vul Found
jasminecore	v3.7.1	1	3	Vul Found	Vul Found	Vul Found
jasminecore	v3.8.0	1	1	ERR	Vul Found (Changed)	Vul Found
parse5	v5.0.0	3	3	Vul Found	Vul Found	Vul Found
parse5	v5.1.0	3	3	Vul Found	Vul Found	Vul Found
parse5	v5.1.1	3	3	Vul Found	Vul Found	Vul Found
parse5	v6.0.0	4	3	Vul Found	Vul Found	Vul Found
parse5	v6.0.1	15	4	Vul Found	Vul Found	Vul Found
reacticons	3.11.1-snapshot.0	-	-	ERR	ERR	ERR
reacticons	v4.0.0	-	-	ERR	ERR	ERR
reacticons	v4.1.0	-	-	ERR	ERR	ERR
reacticons	v4.1.1-snapshot.0	-	-	ERR	ERR	ERR
reacticons	v4.2.0	-	-	ERR	ERR	ERR
reduxlogger	3.0.4	21	21	Vul Found	Vul Found	Vul Found
reduxlogger	3.0.5	21	21	Vul Found	Vul Found	Vul Found
reduxlogger	3.0.6	21	21	Vul Found	Vul Found	Vul Found
reduxlogger	beta-4.0.0	21	21	Vul Found	Vul Found	Vul Found
reduxlogger	beta-4.0.0-rc2	21	21	Vul Found	Vul Found	Vul Found
babelpluginmoduleresolver	v3.1.2	3	3	Vul Found	Vul Found	Vul Found
babelpluginmoduleresolver	v3.1.3	3	3	Vul Found	Vul Found	Vul Found
babelpluginmoduleresolver	v3.2.0	3	3	Vul Found	Vul Found	Vul Found
babelpluginmoduleresolver	v4.0.0	4	3	Vul Found	Vul Found	Vul Found
babelpluginmoduleresolver	v4.1.0	12	4	Vul Found	Vul Found	Vul Found
karmajasmine	v3.2.0	6	6	Vul Found	Vul Found	Vul Found
karmajasmine	v3.3.0	6	6	Vul Found	Vul Found	Vul Found
karmajasmine	v3.3.1	6	6	Vul Found	Vul Found	Vul Found
karmajasmine	v4.0.0	7	6	Vul Found	Vul Found	Vul Found
karmajasmine	v4.0.1	14	7	Vul Found	Vul Found	Vul Found
gulpnotify	v2.1.0	1	1	Vul Found	Vul Found	Vul Found
gulpnotify	v2.2.0	1	1	Vul Found	Vul Found	Vul Found
gulpnotify	v3.0.0	1	1	Vul Found	Vul Found	Vul Found
gulpnotify	v3.1.0	1	1	Vul Found	Vul Found	Vul Found
gulpnotify	v4.0.0	1	1	Vul Found	Vul Found	Vul Found
supertest	v6.1.0	0	0	No Vul	No Vul	No Vul
supertest	v6.1.1	0	0	No Vul	No Vul	No Vul
supertest	v6.1.2	0	0	No Vul	No Vul	No Vul
supertest	v6.1.3	0	0	No Vul	No Vul	No Vul
supertest	v6.1.4	3	0	Vul Found	Vul Found	No Vul (Changed)
pullstream	v3.6.10	1	1	Vul Found	Vul Found	Vul Found
pullstream	v3.6.11	1	1	Vul Found	Vul Found	Vul Found
pullstream	v3.6.12	1	1	Vul Found	Vul Found	Vul Found
pullstream	v3.6.13	1	1	Vul Found	Vul Found	Vul Found
pullstream	v3.6.14	1	1	ERR	Vul Found (Changed)	Vul Found
commandlineusage	v6.0.0	1	1	Vul Found	Vul Found	Vul Found
commandlineusage	v6.0.1	1	1	Vul Found	Vul Found	Vul Found
commandlineusage	v6.0.2	1	1	Vul Found	Vul Found	Vul Found
commandlineusage	v6.1.0	1	1	Vul Found	Vul Found	Vul Found
commandlineusage	v6.1.1	5	1	Vul Found	Vul Found	Vul Found
winstondailyrotatefile	v4.5.1	0	0	No Vul	No Vul	No Vul
winstondailyrotatefile	v4.5.2	0	0	No Vul	No Vul	No Vul
winstondailyrotatefile	v4.5.3	0	0	No Vul	No Vul	No Vul
winstondailyrotatefile	v4.5.4	0	0	No Vul	No Vul	No Vul
winstondailyrotatefile	v4.5.5	1	0	Vul Found	Vul Found	No Vul (Changed)
reacthelmet	5.2.0	14	14	Vul Found	Vul Found	Vul Found
reacthelmet	6.0.0	14	14	Vul Found	Vul Found	Vul Found
reacthelmet	6.0.0-beta	14	14	Vul Found	Vul Found	Vul Found
reacthelmet	6.0.0-beta.2	14	14	Vul Found	Vul Found	Vul Found
reacthelmet	6.1.0	25	14	Vul Found	Vul Found	Vul Found
d3selection	v1.4.1	0	0	No Vul	No Vul	No Vul
d3selection	v2.0.0	0	0	No Vul	No Vul	No Vul
d3selection	v2.0.0-rc.3	0	0	No Vul	No Vul	No Vul
d3selection	v2.0.0-rc.4	0	0	No Vul	No Vul	No Vul
d3selection	v3.0.0	0	0	ERR	No Vul (Changed)	No Vul
gulpuglify	v2.1.1	0	0	No Vul	No Vul	No Vul
gulpuglify	v2.1.2	0	0	No Vul	No Vul	No Vul
gulpuglify	v3.0.0	0	0	No Vul	No Vul	No Vul
gulpuglify	v3.0.1	0	0	No Vul	No Vul	No Vul
gulpuglify	v3.0.2	0	0	ERR	No Vul (Changed)	No Vul
eslintloader	v3.0.3	5	5	Vul Found	Vul Found	Vul Found
eslintloader	v3.0.4	5	5	Vul Found	Vul Found	Vul Found
eslintloader	v4.0.0	5	5	Vul Found	Vul Found	Vul Found
eslintloader	v4.0.1	6	5	Vul Found	Vul Found	Vul Found
eslintloader	v4.0.2	15	6	Vul Found	Vul Found	Vul Found
httpserver	0.11.1	4	4	Vul Found	Vul Found	Vul Found
httpserver	v0.12.0	4	4	Vul Found	Vul Found	Vul Found
httpserver	v0.12.1	4	4	Vul Found	Vul Found	Vul Found
httpserver	v0.12.2	4	4	Vul Found	Vul Found	Vul Found
httpserver	v0.12.3	6	4	Vul Found	Vul Found	Vul Found
vueloader	v15.9.8	29	29	ERR	Vul Found (Changed)	Vul Found
vueloader	v16.3.2	29	29	Vul Found	Vul Found	Vul Found
vueloader	v16.3.3	29	29	Vul Found	Vul Found	Vul Found
vueloader	v16.4.0	29	29	Vul Found	Vul Found	Vul Found
vueloader	v16.4.1	29	29	Vul Found	Vul Found	Vul Found
cookieparser	1.4.1	9	9	Vul Found	Vul Found	Vul Found
cookieparser	1.4.2	9	9	Vul Found	Vul Found	Vul Found
cookieparser	1.4.3	2	9	Vul Found	Vul Found	Vul Found
cookieparser	1.4.4	3	2	Vul Found	Vul Found	Vul Found
cookieparser	1.4.5	3	3	ERR	Vul Found (Changed)	Vul Found
gm	1.21.0	1	1	Vul Found	Vul Found	Vul Found
gm	1.21.1	1	1	Vul Found	Vul Found	Vul Found
gm	1.22.0	1	1	Vul Found	Vul Found	Vul Found
gm	1.23.0	3	1	Vul Found	Vul Found	Vul Found
gm	1.23.1	3	3	ERR	Vul Found (Changed)	Vul Found
fbjs	babel-preset-fbjs-v3.4.0	1	0	ERR	Vul Found (Changed)	No Vul (Changed)
fbjs	fbjs-scripts-v2.0.0	0	0	No Vul	No Vul	No Vul
fbjs	fbjs-scripts-v3.0.0	0	0	No Vul	No Vul	No Vul
fbjs	fbjs-v2.0.0	0	0	No Vul	No Vul	No Vul
fbjs	fbjs-v3.0.0	0	0	No Vul	No Vul	No Vul
gruntcontribuglify	v3.4.0	1	1	Vul Found	Vul Found	Vul Found
gruntcontribuglify	v4.0.0	1	1	Vul Found	Vul Found	Vul Found
gruntcontribuglify	v4.0.1	1	1	Vul Found	Vul Found	Vul Found
gruntcontribuglify	v5.0.0	1	1	Vul Found	Vul Found	Vul Found
gruntcontribuglify	v5.0.1	2	1	Vul Found	Vul Found	Vul Found
reactonclickoutside	v6.10.0	1	1	Vul Found	Vul Found	Vul Found
reactonclickoutside	v6.11.0	1	1	Vul Found	Vul Found	Vul Found
reactonclickoutside	v6.11.1	1	1	Vul Found	Vul Found	Vul Found
reactonclickoutside	v6.11.2	1	1	Vul Found	Vul Found	Vul Found
reactonclickoutside	v6.9.1	1	1	Vul Found	Vul Found	Vul Found
hammerjs	2.0.4	26	26	Vul Found	Vul Found	Vul Found
hammerjs	v2.0.5	26	26	Vul Found	Vul Found	Vul Found
hammerjs	v2.0.6	26	26	Vul Found	Vul Found	Vul Found
hammerjs	v2.0.7	26	26	Vul Found	Vul Found	Vul Found
hammerjs	v2.0.8	26	26	ERR	Vul Found (Changed)	Vul Found
level	v5.0.0	10	10	Vul Found	Vul Found	Vul Found
level	v5.0.1	6	10	Vul Found	Vul Found	Vul Found
level	v6.0.0	5	6	Vul Found	Vul Found	Vul Found
level	v6.0.1	3	5	Vul Found	Vul Found	Vul Found
level	v7.0.0	3	3	ERR	Vul Found (Changed)	Vul Found
dockerode	v3.0.2	0	0	No Vul	No Vul	No Vul
dockerode	v3.1.0	0	0	No Vul	No Vul	No Vul
dockerode	v3.2.0	0	0	No Vul	No Vul	No Vul
